time,user,hostname,pipeline,resize,detector_pre,detector_model,detector_post,extract_roi,landmark_pre,landmark_model,landmark_post,annotate,total,fps
2025-03-26 14:39:09.304191,root,maaxboardosm93,blaze_tflite,0.03728604399998403,0.01255929600000627,0.013913166000008914,0.02301241499998241,0.0,0.0,0.0,0.0,0.0,0.08677092099998163,11.52459820036037
2025-03-26 14:39:09.335789,root,maaxboardosm93,blaze_tflite,0.005088483999998061,0.0032492889999957697,0.00825879499998905,0.005361467000000175,0.0,0.0,0.0,0.0,0.0,0.021958034999983056,45.54141570503789
2025-03-26 14:39:09.454624,root,maaxboardosm93,blaze_tflite,0.0058715910000159965,0.0036640140000088195,0.012752884999997605,0.013400125000003982,0.04420638900000995,0.001046545999997761,0.021929610999990246,0.000618733000010252,0.007719246999982943,0.11120914100001755,8.992066578410512
2025-03-26 14:39:09.503290,root,maaxboardosm93,blaze_tflite,0.004920693999991954,0.010985831999988704,0.015172430000006898,0.0052077210000049945,0.0,0.0,0.0,0.0,0.0,0.03628667699999255,27.558323954552392
2025-03-26 14:40:10.976970,root,maaxboardosm93,blaze_tflite,0.005651833000001716,0.004182859999986022,0.008437904999993862,0.006172345999999607,0.009710243000000673,0.0009820520000118904,0.012828737999996065,0.0007229840000206877,0.0032596150000188118,0.051948576000029334,19.24980580794814
2025-03-26 14:40:11.030527,root,maaxboardosm93,blaze_tflite,0.005913861000010456,0.003243736000001718,0.007926394999998365,0.005556474000002254,0.008130534999992278,0.0004956729999889831,0.01218144499998175,0.0006086610000011206,0.003753664000015533,0.04781044399999246,20.91593209216291
2025-03-26 14:40:11.082667,root,maaxboardosm93,blaze_tflite,0.006468592999993916,0.0021027260000039405,0.007751517999992075,0.005499127999996745,0.008089815999994698,0.00046637299999474635,0.012398001999997632,0.0006621760000200538,0.0032722029999945335,0.04671053499998834,21.40844672406877
2025-03-26 14:40:11.139147,root,maaxboardosm93,blaze_tflite,0.00657170500002735,0.0021008490000156144,0.007919729000008147,0.007599435000003041,0.009138511999992716,0.0005864059999964866,0.012795899000025202,0.0006423379999773715,0.0033760640000082276,0.050730937000054155,19.711837768715615
2025-03-26 14:40:11.210552,root,maaxboardosm93,blaze_tflite,0.010396470999978646,0.002649370999989742,0.008724776000008205,0.007093550999996978,0.009260626999974875,0.000978301000003512,0.012496070000025838,0.0006099119999873892,0.003330175999991525,0.05553925499995671,18.005282930078543
2025-03-26 14:40:11.288444,root,maaxboardosm93,blaze_tflite,0.006017557000006946,0.002203086000008625,0.013165413999985276,0.00861199699997428,0.018148322000001826,0.000528806999994913,0.012754806000003782,0.0011109200000021247,0.004854247999986683,0.06739515699996446,14.837861420821786
2025-03-26 14:40:11.349396,root,maaxboardosm93,blaze_tflite,0.0061632209999800125,0.002181580000012673,0.008195301999990079,0.00822576799998842,0.008195385999982818,0.0004601640000032603,0.01240271199998233,0.0005854059999990113,0.00385210700000016,0.050261645999938764,19.895886418069523
2025-03-26 14:40:11.405561,root,maaxboardosm93,blaze_tflite,0.005402476999989858,0.002201375999987931,0.00788934600001312,0.0054619920000220645,0.007175948000025301,0.00047733500002777873,0.012914096999992353,0.0005497719999993933,0.0030360979999954907,0.04510844100005329,22.168799848321484
2025-03-26 14:40:11.460684,root,maaxboardosm93,blaze_tflite,0.004609141000003092,0.0020570880000150282,0.00778690300001017,0.0064254990000165435,0.00836797299999148,0.0004399510000041573,0.012272302999974727,0.0007597430000032546,0.003680436999985659,0.04639903800000411,21.552170973887677
2025-03-26 14:40:11.509309,root,maaxboardosm93,blaze_tflite,0.005144158999996762,0.002034374000004391,0.00797291000000655,0.005746068999997078,0.0073227790000203186,0.0004428670000038437,0.01192612699998108,0.000549688000006654,0.003051227000014478,0.044190200000031155,22.62945177888525
2025-03-26 14:40:11.558845,root,maaxboardosm93,blaze_tflite,0.00474630300001877,0.0025646400000027825,0.007922604999976102,0.005406477999997605,0.007427597999992486,0.0004376170000170987,0.011854067000001578,0.0005710679999992863,0.003010799999998426,0.043941176000004134,22.757697700214166
2025-03-26 14:40:11.610312,root,maaxboardosm93,blaze_tflite,0.00539014000000293,0.002485618999997996,0.00863550200000418,0.00563003799999251,0.008230519999983699,0.0004637899999977435,0.011986434000021973,0.0005876559999933306,0.003358391999995547,0.04676809099998991,21.382100030557496
2025-03-26 14:40:11.661577,root,maaxboardosm93,blaze_tflite,0.004725755000009713,0.0026986759999942933,0.008170211999981802,0.006969976999982919,0.0073338649999925565,0.000473376000030612,0.012053119000000834,0.0005626490000167905,0.0030116340000176933,0.04599926300002721,21.739478739026936
2025-03-26 14:40:11.713000,root,maaxboardosm93,blaze_tflite,0.0053216639999789095,0.0035290630000019974,0.007835414999988188,0.005664629999984072,0.00717007099999023,0.000495883000013464,0.01216848300001061,0.0010056839999776912,0.0029618290000144043,0.04615272199995957,21.667194407317428
2025-03-26 14:40:11.761128,root,maaxboardosm93,blaze_tflite,0.004724464000020134,0.002442483000010043,0.007865755999972635,0.005414896999980101,0.006881953999993584,0.0005056759999888527,0.012163231000016594,0.0005583569999885185,0.0030122160000018994,0.04356903399997236,22.95208105831849
2025-03-26 14:40:11.812032,root,maaxboardosm93,blaze_tflite,0.004770559000007779,0.0027093870000101106,0.007841666000018677,0.006125752000002649,0.008683307000012519,0.000447742999995171,0.011977890999986585,0.0007024370000010549,0.002934405000019069,0.046193147000053614,21.648232799528454
2025-03-26 14:40:11.860914,root,maaxboardosm93,blaze_tflite,0.004964610999991237,0.00238459199999852,0.00777335699999071,0.005918113999996422,0.007437058999983037,0.0004651650000084828,0.011934588000002577,0.0005666090000033819,0.0029397400000164,0.04438383499999077,22.530725431910245
2025-03-26 14:40:11.920616,root,maaxboardosm93,blaze_tflite,0.0062305300000105035,0.002805329000011625,0.014717869000008932,0.006482139000013376,0.0082425649999891,0.0007045620000099007,0.012190696999994088,0.0005650660000071639,0.003084194000024354,0.05502295100006904,18.174234239067715
2025-03-26 14:40:11.970021,root,maaxboardosm93,blaze_tflite,0.005036213000011003,0.002200876999978618,0.007801865000004682,0.006041896999988694,0.007700129999989258,0.00044741000002090914,0.012101798000003328,0.0005603989999940495,0.0029662049999785722,0.04485679399996911,22.293167006110348
2025-03-26 14:40:12.018653,root,maaxboardosm93,blaze_tflite,0.004720961999993278,0.0023652540000114186,0.007959115000005568,0.005357672999991792,0.006952889000018558,0.00046049700000594385,0.011977144000013595,0.0005874059999939618,0.0030258460000140985,0.043406786000048214,23.03787246535344
2025-03-26 14:40:12.068177,root,maaxboardosm93,blaze_tflite,0.005162455999993654,0.0021115609999924345,0.007908436999997548,0.005446116000001666,0.007044624000002386,0.0004702919999886035,0.011931132000000844,0.0006453799999803778,0.0028963119999900755,0.04361630999994759,22.927203149491593
2025-03-26 14:40:12.117797,root,maaxboardosm93,blaze_tflite,0.005250188000019307,0.002373922999993283,0.007755979999984675,0.005622912000006863,0.0071458179999979166,0.0005258890000163774,0.012180947999979708,0.0005590239999833102,0.00294165799999746,0.0443563399999789,22.544691469144563
2025-03-26 14:40:12.167896,root,maaxboardosm93,blaze_tflite,0.004732425000014473,0.0024441920000128903,0.00787138599997661,0.005274193999980525,0.0073246979999908035,0.0004479939999839644,0.012442642999985765,0.0009997239999961494,0.0031419190000008257,0.044679174999942006,22.38179196463001
2025-03-26 14:40:12.221880,root,maaxboardosm93,blaze_tflite,0.005030379999993784,0.0020558390000076088,0.007865968000004386,0.005468288000002985,0.007752436999993506,0.0004608719999907862,0.011954930000001696,0.0005873229999906471,0.002951285000023063,0.04412732200000846,22.661696986728728
2025-03-26 14:40:12.273029,root,maaxboardosm93,blaze_tflite,0.004820699000021023,0.0025655160000042088,0.008164172000022063,0.0068625340000210144,0.007053167999998777,0.0004521200000056069,0.012070835999992369,0.0006472550000182764,0.002955745000008392,0.04559204500009173,21.933650925243384
2025-03-26 14:40:12.322040,root,maaxboardosm93,blaze_tflite,0.00623132399999804,0.0021145210000099723,0.007890099000007922,0.005365427000015188,0.006954016000008778,0.00045870499999978165,0.011997982999986334,0.0005741949999844564,0.0029866270000127315,0.044572897000023204,22.435158298090418
2025-03-26 14:40:12.373972,root,maaxboardosm93,blaze_tflite,0.00585905799999864,0.0021306499999980133,0.007990543000005346,0.005643668000004709,0.007349871999991819,0.0005614420000199516,0.012248632999984466,0.0006759299999998802,0.0031220390000044063,0.04558183500000723,21.938563903797235
2025-03-26 14:40:12.424169,root,maaxboardosm93,blaze_tflite,0.005221930999994129,0.0023476659999914773,0.008003670999983115,0.005482083000003968,0.0070181589999833704,0.00044791100003749307,0.012387669999981199,0.0006084540000017569,0.003445499999997992,0.0449630449999745,22.240486604067122
2025-03-26 14:40:12.473730,root,maaxboardosm93,blaze_tflite,0.004816615000009961,0.0021016010000209917,0.007776568999986466,0.005324666999996452,0.007820621999997002,0.0005038000000183729,0.012174447000006694,0.0005463120000115396,0.0037335349999807477,0.04479816800002823,22.3223413957323
2025-03-26 14:40:12.523378,root,maaxboardosm93,blaze_tflite,0.0047731450000014775,0.002178455000006352,0.008169213999991598,0.006481725000014649,0.006962477000001854,0.0004578720000267822,0.011911334999979317,0.0005727770000021337,0.00297608300002139,0.044483083000045553,22.48045622195242
2025-03-26 14:40:12.574487,root,maaxboardosm93,blaze_tflite,0.004697333000024173,0.002510459000006904,0.007872302000009768,0.006335685999999896,0.008245485000003328,0.0004504529999849183,0.012002067000025818,0.0005643169999984821,0.003726699999987204,0.04640480200004049,21.549493951059794
